選舉區,號次,姓名,性別,出生年月日,年齡,推薦之政黨,學歷,是否現任,英文姓名,出生地
雲林縣第6選舉區,7,蔡孟真,女,066/02/16,37,無,大學,是,TSAI MEWG JEAN,臺灣省
雲林縣第6選舉區,8,蕭慧敏,女,049/04/15,54,無,專科,否,HSIAO HUI MING,臺灣省
嘉義縣第1選舉區,1,王啟澧,男,053/11/04,50,中國國民黨,大學,否,WANG CHI LI,臺灣省
嘉義縣第1選舉區,2,董國誠,男,050/09/05,53,無,大學,否,Cheng TUNG Kuo,臺灣省
嘉義縣第1選舉區,3,林沐惠,男,046/11/30,56,民主進步黨,大學,否,,臺灣省
嘉義縣第1選舉區,4,詹琬蓁,女,066/03/22,37,無,大學,否,CHAN WAN CHEN,新北市
嘉義縣第1選舉區,5,陳瑞霖,男,047/05/20,56,民主進步黨,專科,否,CHEN JUI LIN,臺灣省
嘉義縣第1選舉區,6,戴光宗,男,065/05/20,38,民主進步黨,高中,否,TAI KUANG TSUNG,臺灣省
嘉義縣第1選舉區,7,林緗亭,女,071/08/13,32,民主進步黨,碩士,否,LIN HSIANG TING,臺灣省
嘉義縣第1選舉區,8,林寶瓶,男,042/12/10,60,中國國民黨,高中,是,,臺灣省
嘉義縣第1選舉區,9,吳忠原,男,054/11/10,49,無,專科,否,,臺灣省
嘉義縣第2選舉區,1,陳文忠,男,053/11/02,50,無,碩士,否,CHEN WEN CHUNG,臺灣省
嘉義縣第2選舉區,2,林于玲,女,052/02/08,51,中國國民黨,大學,是,LIN YU LING,臺灣省
嘉義縣第2選舉區,3,林山景,男,040/06/20,63,台灣團結聯盟,高中,否,LIN SHAN CHING,臺灣省
嘉義縣第2選舉區,4,黃嘉寬,男,044/07/25,59,民主進步黨,高中,是,HUANG CHYA KUAN,臺灣省
嘉義縣第2選舉區,5,黃芳蘭,女,051/06/02,52,無,大學,否,LUANG FANG LAN,臺灣省
嘉義縣第2選舉區,6,葉孟龍,男,070/11/02,33,民主進步黨,大學,是,YEH MENG LUNG,臺灣省
嘉義縣第2選舉區,7,賴朝崙,男,044/02/13,59,無,高中,是,,臺灣省
嘉義縣第2選舉區,8,陳福成,男,047/08/30,56,無,大學,否,CHEN FU CHENG,臺灣省
嘉義縣第2選舉區,9,馬瑞駿,男,051/05/01,52,無,其他,否,MA JUI CHUN,臺灣省
嘉義縣第2選舉區,10,林秀琴,女,042/10/04,61,民主進步黨,其他,是,LIN HSIU CHIN,臺灣省
嘉義縣第3選舉區,1,陳保仁,男,044/12/24,58,中國國民黨,高中,是,CHEN PAO JEN,臺灣省
嘉義縣第3選舉區,2,簡泰河,男,043/07/01,60,親民黨,大學,否,CHIEN TAI HER,臺灣省
嘉義縣第3選舉區,3,詹金繪,女,046/11/05,57,民主進步黨,高中,是,,臺灣省
嘉義縣第3選舉區,4,葉和平,男,037/12/05,65,民主進步黨,其他,是,,臺灣省
嘉義縣第3選舉區,5,吳思蓉,女,046/08/24,57,中國國民黨,大學,是,,臺灣省
嘉義縣第3選舉區,6,郭芳宜,男,048/02/16,55,民主進步黨,其他,是,KUO FANG YI,臺灣省
嘉義縣第3選舉區,7,何佳容,女,042/01/30,61,無,其他,否,HO CHIA JUNG,臺灣省
嘉義縣第4選舉區,1,李國勝,男,053/12/13,49,中國國民黨,專科,是,LEE KUO SHENG,臺灣省
嘉義縣第4選舉區,2,黃嫈珺,女,072/04/05,31,民主進步黨,大學,是,Huang Ying Chun,臺灣省
嘉義縣第4選舉區,3,龔昆池,男,037/12/02,65,無,大學,否,,臺灣省
嘉義縣第4選舉區,4,黃錦成,男,050/10/30,53,民主進步黨,大學,否,,臺灣省
嘉義縣第4選舉區,5,陳永法,男,051/07/21,52,中國國民黨,專科,是,CHEN YUNG FA,臺灣省
嘉義縣第4選舉區,6,蔡鼎三,男,050/10/12,53,民主進步黨,專科,是,TSAI DING SAN,臺灣省
嘉義縣第4選舉區,7,陳怡岳,男,063/09/21,40,民主進步黨,碩士,是,CHEN YU YUEH,臺灣省
嘉義縣第4選舉區,8,姜梅紅,女,040/05/20,63,無,高中,否,CHIANG MET HUNG,臺南市
嘉義縣第4選舉區,9,蔡奇璋,男,049/01/10,54,中國國民黨,大學,是,TSAI CHI CHANG,臺灣省
嘉義縣第5選舉區,1,黃金茂,男,044/05/24,59,中國國民黨,高中,否,HUANG CHIN MAO,臺灣省
嘉義縣第5選舉區,2,蔡瑋傑,男,067/06/07,36,民主進步黨,大學,否,TSAI WEI CHICH,臺南市
嘉義縣第5選舉區,3,翁聰賢,男,060/11/29,42,民主進步黨,碩士,是,WENG TSUNG HSIEN,臺灣省
嘉義縣第5選舉區,4,蔡信典,男,042/12/03,60,無,大學,否,TSAI HSIN TIEN,臺灣省
嘉義縣第6選舉區,1,羅士洋,男,048/07/25,55,民主進步黨,高中,是,LO SHIH YANG,臺灣省
嘉義縣第6選舉區,2,詹黃素蓮,女,042/05/17,61,中國國民黨,大學,是,CHAN HUANG SU LIEN,臺灣省
嘉義縣第6選舉區,3,張明達,男,049/08/01,54,民主進步黨,碩士,是,CHANG MING TA,臺灣省
嘉義縣第6選舉區,4,何子凡,男,070/08/18,33,無,碩士,否,,臺灣省
嘉義縣第6選舉區,5,曾亮哲,男,058/10/30,45,民主進步黨,專科,是,TSENG LIANG TZE,臺灣省
嘉義縣第6選舉區,6,陳柏麟,男,058/11/30,44,民主進步黨,碩士,是,CHEN PO LIN,臺灣省
嘉義縣第6選舉區,7,張貴忠,男,040/02/05,63,民主進步黨,其他,否,CHANG KUEI CHUNG,臺灣省
嘉義縣第7選舉區,1,楊貴榮,男,036/11/25,67,中國國民黨,碩士,否,,臺灣省
嘉義縣第7選舉區,2,汪啟聖,男,047/10/16,56,無,其他,否,Wang Chi shen,臺灣省
嘉義縣第7選舉區,3,石信忠,男,042/11/28,61,無,專科,否,,臺灣省
嘉義縣第7選舉區,4,湯保富,男,030/06/04,73,無,高中,否,Tang Bao Fu,臺灣省
屏東縣第1選舉區,1,蔣月惠,女,048/04/12,55,無,專科,否,CHIANG YUEH HUI,臺灣省
屏東縣第1選舉區,2,鍾明輝,男,044/07/06,59,民主進步黨,大學,否,CHUNG MING HUI,臺灣省
屏東縣第1選舉區,3,李幸惠,女,064/09/14,39,無,專科,否,LEE HSING HUI,臺灣省
屏東縣第1選舉區,4,張平原,男,054/06/21,49,無,其他,否,CHANG PING YUAN,臺灣省
屏東縣第1選舉區,5,施蘇貴美,女,027/11/17,76,無,高中,否,SHIH SU KUEI MEI,臺灣省
屏東縣第1選舉區,6,蘇義峰,男,046/01/30,57,民主進步黨,高中,是,,臺灣省
屏東縣第1選舉區,7,蔣家煌,男,051/01/06,52,無,高中,是,CHING GHIA HUANG,臺灣省
屏東縣第1選舉區,8,唐玉琴,女,044/10/20,59,中國國民黨,大學,是,,臺中市
屏東縣第1選舉區,9,林明順,男,043/01/02,60,無,高中,是,,臺灣省
屏東縣第1選舉區,10,李世斌,男,051/05/05,52,民主進步黨,碩士,是,Lee Shih pin,臺灣省
屏東縣第1選舉區,11,鍾淑娟,女,054/11/10,49,民主進步黨,高中,否,CHUNG SHU CHUAN,臺灣省
屏東縣第1選舉區,12,楊子鵬,男,037/06/04,66,親民黨,高中,否,YANG TZE PENG,臺灣省
屏東縣第1選舉區,13,陳進富,男,051/05/20,52,無,其他,否,,臺灣省
屏東縣第1選舉區,14,郭姿伶,女,065/12/10,37,中國國民黨,碩士,否,,高雄市
屏東縣第1選舉區,15,王偉華,男,051/01/07,52,中國國民黨,碩士,否,Wang Wei Hua,臺北市
屏東縣第1選舉區,16,劉育豪,男,056/08/26,47,民主進步黨,碩士,是,,臺灣省
屏東縣第1選舉區,17,張金文,男,048/09/01,55,無,其他,是,CHANG CHIN WEN,高雄市
屏東縣第1選舉區,18,黃國安,男,043/12/01,59,中國國民黨,高中,是,,臺灣省
屏東縣第1選舉區,19,陳美瓊,女,048/09/16,55,中國國民黨,高中,是,,臺灣省
屏東縣第1選舉區,20,王勤毅,男,073/10/03,30,無,高中,否,Wang Chin Yi,臺灣省
屏東縣第1選舉區,21,賀育寒,女,048/11/19,55,中國國民黨,大學,否,,臺灣省
屏東縣第2選舉區,1,江維屏,男,053/03/30,50,民主進步黨,高中,是,,臺灣省
屏東縣第2選舉區,2,王景山,男,052/10/14,51,中國國民黨,大學,是,WANG CHING SHAN,臺灣省
屏東縣第2選舉區,3,陳芳琍,女,057/09/01,46,民主進步黨,大學,否,CHEN FANG LI,臺灣省
屏東縣第2選舉區,4,吳亮慶,男,043/04/08,60,民主進步黨,其他,是,,臺灣省
屏東縣第2選舉區,5,何春美,女,043/02/08,60,中國國民黨,大學,是,HO CHUN MEI,臺灣省
屏東縣第2選舉區,6,盧文瑞,男,046/12/25,56,無,其他,否,LU WEN JUI,臺灣省
屏東縣第2選舉區,7,宋麗華,女,057/04/13,46,中國國民黨,碩士,是,Sung Li hua,臺北市
屏東縣第2選舉區,8,陳明達,男,052/02/08,51,民主進步黨,碩士,否,Chen Ming Ta,臺灣省
屏東縣第2選舉區,9,盧靖雯,女,073/04/27,30,無,其他,否,,臺灣省
屏東縣第2選舉區,10,鄭雙銓,男,051/06/11,52,中國國民黨,碩士,否,CHENG SHUANG CHUAN,臺灣省
屏東縣第2選舉區,11,羅緹瀅,女,065/04/17,38,民主進步黨,碩士,否,LO Ting Ying,臺灣省
屏東縣第2選舉區,12,尤慶賀,男,049/08/19,54,無,大學,是,,臺灣省
屏東縣第3選舉區,1,陳志成,男,052/10/07,51,無,專科,否,,臺灣省
屏東縣第3選舉區,2,王志豐,男,051/03/11,52,中國國民黨,大學,是,Wang Chih fong,臺南市
屏東縣第3選舉區,3,劉淼松,男,055/08/12,48,中國國民黨,高中,是,,臺灣省
屏東縣第3選舉區,4,徐榮耀,男,041/01/26,62,中國國民黨,高中,是,,高雄市
屏東縣第3選舉區,5,潘長成,男,054/10/08,49,台灣團結聯盟,高中,是,PAN CHANG CHENG,臺灣省
屏東縣第3選舉區,6,曾喜城,男,038/10/19,65,無,碩士,否,Tseng Hi Cheng,臺灣省
屏東縣第3選舉區,7,廖秀琴,女,045/06/16,58,民主進步黨,專科,否,LIAO SIOU CIN,臺灣省
屏東縣第3選舉區,8,曾彥屏,男,062/04/04,41,民主進步黨,大學,否,Tseng yen ping,臺灣省
屏東縣第3選舉區,9,黃建溢,男,070/03/10,33,民主進步黨,碩士,否,Huang gen yih,臺灣省
屏東縣第3選舉區,10,林郁虹,女,051/03/19,52,中國國民黨,碩士,是,Lin Yu Hung,臺灣省
屏東縣第3選舉區,11,許馨勻,女,068/02/02,35,中國國民黨,碩士,是,HSU HSIN YUN,臺灣省
屏東縣第3選舉區,12,林宗俉,男,044/03/26,59,民主進步黨,專科,否,,臺灣省
屏東縣第3選舉區,13,李世淦,男,064/12/09,38,中國國民黨,大學,否,Li Shih Gan,臺灣省
屏東縣第3選舉區,14,潘淑眞,女,054/09/15,49,民主進步黨,專科,是,Pan SHU CHEN,臺灣省
屏東縣第3選舉區,15,曾福金,男,046/01/16,57,民主進步黨,專科,否,TSENG FU CHIN,臺灣省
屏東縣第4選舉區,1,許展維,男,061/03/17,42,民主進步黨,高中,否,,臺灣省
屏東縣第4選舉區,2,林蔡鳯梅,女,048/01/22,55,無,其他,否,LIN TSAI FENG MEI,臺灣省
屏東縣第4選舉區,3,盧同恊,男,042/12/20,60,民主進步黨,其他,是,,臺灣省
屏東縣第4選舉區,4,黃坤能,男,041/10/14,62,無,其他,否,,臺灣省
屏東縣第4選舉區,5,李德全,男,056/12/06,46,無,高中,否,,臺灣省
屏東縣第4選舉區,6,劉水復,男,045/03/18,58,無,其他,是,LIU SHUI FU,臺灣省
屏東縣第4選舉區,7,郭再添,男,062/08/09,41,無,專科,是,,臺灣省
屏東縣第4選舉區,8,李香蘭,女,060/07/15,43,中國國民黨,碩士,是,,臺灣省
屏東縣第4選舉區,9,周典論,男,044/01/20,59,無,大學,否,CHOU TIEN LUN,臺灣省
屏東縣第4選舉區,10,鄭寶川,男,040/09/06,63,無,高中,是,,臺灣省
屏東縣第4選舉區,11,黃纓桔,女,045/09/09,58,民主進步黨,其他,是,,臺灣省
屏東縣第4選舉區,12,何輝能,男,038/09/11,65,民主進步黨,其他,是,,臺灣省
屏東縣第5選舉區,1,林玉花,女,053/08/02,50,民主進步黨,專科,是,Lin Yu HuA,臺南市
屏東縣第5選舉區,2,羅平道,男,056/01/23,47,民主進步黨,高中,否,,臺灣省
屏東縣第5選舉區,3,王啟敏,男,044/12/04,58,中國國民黨,專科,是,Wang CHI Ming,臺灣省
屏東縣第5選舉區,4,周碧雲,女,061/08/30,42,民主進步黨,碩士,是,Chou Biwin,臺灣省
屏東縣第5選舉區,5,楊嘉慶,男,040/08/16,63,民主進步黨,專科,是,,臺灣省
屏東縣第6選舉區,1,葉明順,男,042/09/15,61,無,其他,否,Yeh Ming Shun,高雄市
屏東縣第6選舉區,2,張榮志,男,048/09/09,55,中國國民黨,大學,是,CHANG JUNG CHIH,臺灣省
屏東縣第6選舉區,3,陳文弘,男,047/03/10,56,民主進步黨,高中,否,,臺灣省
屏東縣第6選舉區,4,李志偉,男,055/10/25,48,民主進步黨,其他,否,,臺灣省
屏東縣第6選舉區,5,鍾乙豪,男,063/07/08,40,民主進步黨,碩士,否,Chung Yee How,臺灣省
屏東縣第7選舉區,1,王薇茗,女,073/04/04,30,無,大學,是,WANG WEI MING,臺灣省
屏東縣第7選舉區,2,洪慈綪,女,059/07/19,44,無,大學,否,,臺灣省
屏東縣第8選舉區,1,潘裕隆,男,060/07/07,43,中國國民黨,碩士,是,PAN YU LUNG,臺灣省
屏東縣第9選舉區,1,歸曉惠,女,060/02/19,43,無,高中,否,KUEI HSIAO HUI,臺灣省
屏東縣第9選舉區,2,柯富國,男,049/02/26,54,中國國民黨,專科,是,,臺灣省
屏東縣第10選舉區,1,陸月嬌,女,047/01/14,56,無,高中,否,,臺灣省
屏東縣第10選舉區,2,陳生明,男,040/03/17,63,中國國民黨,大學,否,Chen Shen ming,臺灣省
屏東縣第11選舉區,1,潘政治,男,044/04/15,59,中國國民黨,高中,是,PAN CHEN CHIH,臺灣省
屏東縣第11選舉區,2,何長成,男,052/09/17,51,無,專科,否,HO CHANG CHENG,臺灣省
屏東縣第12選舉區,1,簡寶玉,女,041/12/09,61,中國國民黨,大學,否,CHIEN PAO YU,臺灣省
屏東縣第12選舉區,2,李宜潔,女,048/03/14,55,無,專科,否,LEE YI CHIEH,臺灣省
屏東縣第12選舉區,3,潘正義,男,042/01/03,61,無,專科,否,,臺灣省
屏東縣第13選舉區,1,林輝雄,男,037/06/10,66,無,大學,是,Lin Hui Shung,臺灣省
屏東縣第13選舉區,2,陳昭忠,男,046/01/03,57,中國國民黨,專科,否,,臺灣省
屏東縣第14選舉區,1,李冀香,女,053/10/05,50,中國國民黨,專科,是,Lee chi shiang,臺灣省
屏東縣第14選舉區,2,陳秋香,女,055/10/05,48,無,大學,否,,臺灣省
屏東縣第15選舉區,1,許天賜,男,043/01/10,60,中國國民黨,大學,是,,臺灣省
屏東縣第16選舉區,1,顏金成,男,045/05/07,58,中國國民黨,大學,否,YEN CHIN CHENG,臺灣省
屏東縣第16選舉區,2,宋克強,男,059/06/03,44,無,專科,否,Sukinadrimi Karavas,臺灣省
宜蘭縣第1選舉區,1,余美雪,女,044/06/10,59,民主進步黨,大學,否,,臺北市
宜蘭縣第1選舉區,2,陳進亮,男,031/10/08,72,台灣團結聯盟,大學,否,CHEN JIM LIANG,臺灣省
宜蘭縣第1選舉區,3,羅文清,男,040/11/20,63,無,大學,否,Lo Wen Ching,臺灣省
宜蘭縣第1選舉區,4,楊順木,男,039/04/28,64,無,高中,否,YANG SHUN MU,臺灣省
宜蘭縣第1選舉區,5,張建榮,男,036/05/25,67,中國國民黨,其他,是,CHANG CHIEN RONG,臺灣省
宜蘭縣第1選舉區,6,張曜顯,男,062/02/13,41,民主進步黨,專科,否,CHANG YAO HSIEN,臺灣省
宜蘭縣第1選舉區,7,林錫明,男,043/09/15,60,無,其他,否,LIN SI MING,臺灣省
宜蘭縣第1選舉區,8,莊淑如,女,067/12/23,35,中國國民黨,碩士,否,CHUANG SHU JU,臺北市
宜蘭縣第1選舉區,9,吳福田,男,038/12/03,64,民主進步黨,高中,是,WU FU TIEN,臺灣省
宜蘭縣第1選舉區,10,陳永錰,男,035/10/15,68,無,其他,否,CHEN YUNG CHIEH,臺灣省
宜蘭縣第1選舉區,11,林志鴻,男,066/10/04,37,民主進步黨,大學,否,LIN CHIH HUNG,臺灣省
宜蘭縣第1選舉區,12,黃定和,男,047/01/05,56,中國國民黨,碩士,否,,臺灣省
宜蘭縣第1選舉區,13,林岳賢,男,063/06/14,40,中國國民黨,碩士,是,LIN YUEH HSIEN,臺灣省
宜蘭縣第1選舉區,14,江碧華,女,045/08/01,58,中國國民黨,碩士,是,CHIANG PI HUA,臺灣省
宜蘭縣第2選舉區,1,陳秀暖,女,050/04/25,53,中國國民黨,專科,否,CHEN HSIU NUAN,臺灣省
宜蘭縣第2選舉區,2,林東成,男,052/08/02,51,無,高中,否,LIN TUNG CHENG,臺灣省
宜蘭縣第2選舉區,3,林金龍,男,039/01/14,64,民主進步黨,其他,否,,臺灣省
宜蘭縣第2選舉區,4,楊惠民,男,044/11/19,59,無,專科,否,,臺灣省
宜蘭縣第3選舉區,1,林成功,男,051/12/12,51,無,碩士,否,,臺灣省
宜蘭縣第3選舉區,2,吳宏謀,男,039/08/15,64,民主進步黨,高中,是,WU KUNG MOU,臺灣省
宜蘭縣第3選舉區,3,李清林,男,038/08/20,65,中國國民黨,其他,是,LEE CHING LIN,臺灣省
宜蘭縣第4選舉區,1,廖明照,男,048/11/25,55,無,專科,否,LIAO MING CHAO,臺灣省
宜蘭縣第4選舉區,2,陳俊宇,男,064/03/14,39,民主進步黨,碩士,否,Chen Chun Yu,臺灣省
宜蘭縣第4選舉區,3,黃浴沂,男,041/04/12,62,中國國民黨,其他,是,HUANG YU YI,臺灣省
宜蘭縣第4選舉區,4,張漢東,男,049/02/08,54,民主進步黨,專科,是,CHANG HAN TUNG,臺灣省
宜蘭縣第4選舉區,5,林錦坤,男,053/12/06,49,無,高中,否,,臺灣省
宜蘭縣第5選舉區,1,陳福山,男,046/11/08,57,無,專科,是,Chen Fu San,臺灣省
宜蘭縣第5選舉區,2,黃建勇,男,047/09/12,56,中國國民黨,高中,否,HUANG CHIEN YUNG,臺灣省
宜蘭縣第5選舉區,3,林水金,男,041/07/12,62,民主進步黨,其他,是,LIN SHUI CHING,臺灣省
宜蘭縣第6選舉區,1,陳漢鍾,男,060/08/07,43,無,專科,否,CHEN HAN CHUNG,臺灣省
宜蘭縣第6選舉區,2,劉添梧,男,037/07/13,66,民主進步黨,專科,是,LIU TIEN WU,臺灣省
宜蘭縣第6選舉區,3,吳秋齡,女,046/09/09,57,中國國民黨,大學,是,,臺灣省
宜蘭縣第6選舉區,4,謝志得,男,057/05/06,46,民主進步黨,碩士,是,HSIEH CHIH TE,臺灣省
宜蘭縣第6選舉區,5,黃素琴,女,053/04/01,50,民主進步黨,專科,是,HUANG SU CHIN,臺灣省
宜蘭縣第6選舉區,6,陳鴻禧,男,048/01/13,55,中國國民黨,碩士,是,CHEN HUNG HSI,臺灣省
宜蘭縣第7選舉區,1,張明華,男,050/05/14,53,民主進步黨,專科,否,CHANG MING HUA,臺灣省
宜蘭縣第7選舉區,2,沈德茂,男,045/10/06,58,無,專科,是,SHEN TE MAO,臺灣省
宜蘭縣第7選舉區,3,黃適超,男,050/04/15,53,民主進步黨,碩士,是,HUANG SHIH CHAO,臺灣省
宜蘭縣第7選舉區,4,林朝旺,男,039/05/20,64,中國國民黨,其他,是,Lin Chao Wang,臺灣省
宜蘭縣第8選舉區,1,邱素梅,女,054/02/17,49,無,碩士,是,CHIU SU MEI,臺灣省
宜蘭縣第8選舉區,2,楊政誠,男,032/11/05,71,中國國民黨,大學,是,,臺灣省
宜蘭縣第8選舉區,3,薛呈懿,女,078/12/03,24,樹黨,大學,否,HSUEH CHENG I,臺灣省
宜蘭縣第8選舉區,4,張秋明,男,041/01/30,62,民主進步黨,專科,是,CHANG CHIU MING,臺灣省
宜蘭縣第8選舉區,5,游祥德,男,041/06/01,62,民主進步黨,高中,是,YU HSIANG DE,臺灣省
宜蘭縣第8選舉區,6,張建成,男,056/11/03,47,無,碩士,否,CHANG CHIEN CHENG,臺灣省
宜蘭縣第8選舉區,7,林松根,男,047/10/24,56,中國國民黨,專科,否,,臺灣省
宜蘭縣第9選舉區,1,李志鏞,男,055/02/21,48,中國國民黨,專科,是,LEE CHIH YUNG,臺灣省
宜蘭縣第9選舉區,2,陳文昌,男,042/09/01,61,民主進步黨,高中,否,CHEN WEN CHANG,臺灣省
宜蘭縣第10選舉區,1,王明輝,男,045/05/12,58,民主進步黨,高中,否,,臺灣省
宜蘭縣第10選舉區,2,陳正男,男,037/05/18,66,無,專科,是,CHEN CHENG NAN,臺灣省
宜蘭縣第10選舉區,3,林騰煌,男,037/11/01,66,中國國民黨,高中,否,,臺灣省
宜蘭縣第10選舉區,4,林棋山,男,040/09/24,63,中國國民黨,大學,是,LIN CHYI SHAN,臺灣省
宜蘭縣第10選舉區,5,邱嘉進,男,066/07/31,37,民主進步黨,大學,否,Chiou Chia Chin,臺灣省
宜蘭縣第10選舉區,6,鄭金池,男,040/01/05,63,無,專科,否,,臺灣省
宜蘭縣第11選舉區,1,孫湯玉惠,女,056/05/22,47,無,專科,否,SUN TANG YU HUI,臺灣省
宜蘭縣第11選舉區,2,陳慶喜,男,047/09/25,56,中國國民黨,專科,否,,臺灣省
宜蘭縣第11選舉區,3,洪林雨萍,女,057/09/29,46,無,專科,否,Humg Lin Yu Ping,臺灣省
宜蘭縣第11選舉區,4,陳柳造,男,041/10/22,62,無,高中,否,CHEN LIV TSAO,臺灣省
宜蘭縣第12選舉區,1,李玉蕙,女,050/05/13,53,中國國民黨,碩士,否,,臺灣省
宜蘭縣第12選舉區,2,陳傑麟,男,054/11/08,49,親民黨,碩士,否,CHEN CHIEN LIN,臺灣省
宜蘭縣第13選舉區,1,松王淑珍,女,054/04/21,49,中國國民黨,高中,否,SONG WANG SHU CHEN,臺灣省
宜蘭縣第13選舉區,2,陳孝仁,男,041/12/01,61,中國國民黨,碩士,是,CHEN HSIAO JEN,臺灣省
宜蘭縣第13選舉區,3,江明順,男,042/08/07,61,中國國民黨,其他,否,CHIANG MING SHUN,臺灣省
花蓮縣第1選舉區,1,魏嘉賢,男,067/07/13,36,中國國民黨,碩士,是,WEI CHIA HSIEN,臺灣省
花蓮縣第1選舉區,2,莊枝財,男,042/10/06,61,民主進步黨,高中,是,CHUANG CHIH CHAI,臺灣省
花蓮縣第1選舉區,3,謝國榮,男,047/07/20,56,中國國民黨,高中,是,HSIEH KUO JUNG,臺灣省
花蓮縣第1選舉區,4,方建興,男,039/01/05,64,民主進步黨,碩士,否,,臺南市
花蓮縣第1選舉區,5,楊文值,男,044/01/16,59,中國國民黨,專科,是,,臺灣省
花蓮縣第1選舉區,6,釋楊悟空,男,043/05/11,60,親民黨,高中,否,SHIE YANG WU KONG,臺灣省
花蓮縣第1選舉區,7,施慧萍,女,063/11/01,40,中國國民黨,碩士,是,Shih Huei Ping,臺灣省
花蓮縣第1選舉區,8,林宗昆,男,072/10/14,31,中國國民黨,碩士,否,LIN TSUNG KUN,臺灣省
花蓮縣第1選舉區,9,劉曉玫,女,062/12/15,40,民主進步黨,大學,是,Liu Hsiao mei,臺灣省
花蓮縣第1選舉區,10,江如玲,女,054/02/19,49,中國國民黨,大學,否,Chiang Ju Ling,臺灣省
花蓮縣第1選舉區,11,楊華美,女,059/12/02,43,無,大學,否,Yang HuaMei,臺灣省
花蓮縣第1選舉區,12,李秋旺,男,044/10/29,59,中國國民黨,專科,是,LEE CHIU WANG,臺灣省
花蓮縣第1選舉區,13,施金樹,男,047/08/27,56,民主進步黨,大學,是,SHIH JIN SHU,臺灣省
花蓮縣第2選舉區,1,何禮臺,男,051/04/21,52,中國國民黨,專科,是,Ho Li Tai,臺灣省
花蓮縣第2選舉區,2,賴進坤,男,048/12/31,54,中國國民黨,專科,是,LAI CHIN KUN,臺灣省
花蓮縣第3選舉區,1,游美雲,女,049/01/31,54,民主進步黨,專科,是,YU MEI YUN,臺灣省
花蓮縣第3選舉區,2,游淑貞,女,056/11/25,47,無,大學,否,YU SHU CHEN,臺灣省
花蓮縣第3選舉區,3,葉鯤璟,男,043/08/10,60,無,高中,是,,臺灣省
花蓮縣第3選舉區,4,黃振富,男,056/07/26,47,民主進步黨,碩士,是,HUANG JHENG FU,臺灣省
花蓮縣第3選舉區,5,張峻,男,063/03/03,40,中國國民黨,高中,是,CHANG CHUN,臺灣省
花蓮縣第3選舉區,6,鄭乾龍,男,053/10/24,50,民主進步黨,高中,否,,臺灣省
花蓮縣第3選舉區,7,林殷全,男,043/09/08,60,無,高中,否,LIN YIN CHUAN,臺灣省
花蓮縣第3選舉區,8,邱永双,男,041/08/18,62,中國國民黨,高中,是,CHIOU YUNG SHUANG,臺灣省
花蓮縣第3選舉區,9,黃晨霖,男,070/03/09,33,中國國民黨,大學,否,Huang Chen lin,臺灣省
花蓮縣第3選舉區,10,吳建志,男,069/12/16,33,中國國民黨,大學,否,Wu chien chih,臺灣省
花蓮縣第3選舉區,11,謝明圳,男,049/08/15,54,無,其他,否,,臺灣省
花蓮縣第3選舉區,12,徐雪玉,女,050/01/08,53,中國國民黨,高中,是,HSU HSUEH YU,臺灣省
花蓮縣第3選舉區,13,康木樹,男,041/10/02,62,無,高中,否,KANG MU SHU,臺灣省
花蓮縣第3選舉區,14,張正治,男,055/03/17,48,中國國民黨,專科,是,CHANG CHENG CHIH,臺灣省
花蓮縣第4選舉區,1,蘇孝信,男,033/02/18,70,無,高中,否,SHU HSIAO HSIN,臺灣省
花蓮縣第4選舉區,2,張錫銘,男,026/08/16,77,無,高中,否,,臺灣省
花蓮縣第4選舉區,3,王燕美,女,044/11/26,59,無,碩士,是,Wang yamn mei,臺灣省
花蓮縣第4選舉區,4,張智冠,男,059/03/08,44,中國國民黨,大學,否,CHANG CHIH KUAN,臺灣省
花蓮縣第4選舉區,5,蔡秋龍,男,050/11/18,53,中國國民黨,大學,否,,臺灣省
花蓮縣第4選舉區,6,潘富民,男,047/12/07,55,中國國民黨,專科,是,PAN FU MIN,臺灣省
花蓮縣第5選舉區,1,"羅名材 Halu‧Lihang",男,060/05/19,43,中國國民黨,其他,否,LO MING TSAI,臺灣省
花蓮縣第5選舉區,2,余夏夫,男,033/07/03,70,中國國民黨,其他,是,,臺灣省
花蓮縣第5選舉區,3,笛布斯‧顗賚,女,061/03/13,42,無,大學,是,ILAI DIBUS,臺灣省
花蓮縣第5選舉區,4,蕭民隆,男,040/02/19,63,中國國民黨,專科,否,Hsiao Min Lung,臺灣省
花蓮縣第5選舉區,5,"林秋美 Abi‧Mulu",女,047/10/24,56,無,專科,否,,臺灣省
花蓮縣第6選舉區,1,孫永昌,男,034/12/20,68,中國國民黨,大學,是,,臺灣省
花蓮縣第6選舉區,2,"萬榮財 Lafi‧Mayaw",男,045/02/06,58,無,專科,否,WAN JUNG TSAI,臺灣省
花蓮縣第6選舉區,3,"楊德金 Kati‧Payo",男,035/05/04,68,中國國民黨,專科,是,Yang Te Chin,臺灣省
花蓮縣第6選舉區,4,"高潞‧以用‧巴魕剌 Kawlo‧lyun‧Pacidal",女,066/04/09,37,無,大學,否,Kawlo Iyun Pacidal,臺北市
花蓮縣第7選舉區,1,林聖明,男,047/06/01,56,無,專科,否,LIN SHENG MING,臺灣省
花蓮縣第7選舉區,2,陳英妹,女,039/01/20,64,無,高中,是,,臺灣省
