選舉區,號次,姓名,性別,出生年月日,年齡,推薦之政黨,學歷,是否現任,英文姓名,出生地
臺南市第7選舉區,2,姚溪海,男,034/09/03,69,無,高中,否,Yao Si Hi,臺南市
臺南市第7選舉區,3,林志聰,男,063/01/26,40,民主進步黨,大學,是,Lin Chiht Sung,臺南市
臺南市第8選舉區,1,李全教,男,049/02/25,54,中國國民黨,博士,否,Lee Chuan Chiao,臺南市
臺南市第8選舉區,2,王峻潭,男,043/10/25,60,民主進步黨,高中,是,,臺南市
臺南市第9選舉區,1,施重男,男,032/07/24,71,無,其他,是,,臺南市
臺南市第9選舉區,2,陳秋萍,女,053/12/31,49,民主進步黨,大學,是,,臺南市
臺南市第9選舉區,3,李崇智,男,053/10/02,50,無,碩士,否,Lee Chung Chih,臺南市
臺南市第9選舉區,4,郭國文,男,056/03/11,47,民主進步黨,碩士,是,Kuo Kuo Wen,臺南市
臺南市第9選舉區,5,林慶鎭,男,047/06/12,56,無,大學,是,,臺南市
臺南市第9選舉區,6,王敏星,男,054/09/13,49,中國國民黨,碩士,否,Wang Ming Hsin,臺南市
臺南市第9選舉區,7,楊中成,男,047/04/22,56,台灣團結聯盟,大學,否,Yang Chung Chen,臺南市
臺南市第9選舉區,8,李坤煌,男,041/11/05,62,中國國民黨,碩士,是,Lee Kun Huan,臺南市
臺南市第9選舉區,9,林燕祝,女,054/01/14,49,中國國民黨,碩士,是,,臺南市
臺南市第9選舉區,10,林宜瑾,女,058/08/25,45,民主進步黨,碩士,是,Lin I Chin,臺南市
臺南市第9選舉區,11,林阳乙,男,050/04/16,53,無,大學,否,Lin Yang I,臺南市
臺南市第10選舉區,1,劉益昌,男,045/02/08,58,台灣團結聯盟,高中,否,,臺南市
臺南市第10選舉區,2,王錦德,男,046/07/13,57,民主進步黨,大學,是,Wang Jin Te,臺南市
臺南市第10選舉區,3,黃麗招,女,046/06/01,57,中國國民黨,其他,是,Huang Li Chao,臺南市
臺南市第10選舉區,4,林炳利,男,051/09/10,52,無,高中,是,,臺南市
臺南市第10選舉區,5,唐儀靜,女,065/02/09,38,民主進步黨,碩士,否,Tang I Ching,臺南市
臺南市第10選舉區,6,陳進義,男,044/12/03,58,無,大學,否,,臺南市
臺南市第10選舉區,7,郭信良,男,052/08/20,51,民主進步黨,大學,是,Kuo Hsin Liang,臺南市
臺南市第10選舉區,8,郭清華,男,051/06/21,52,民主進步黨,專科,是,,臺南市
臺南市第10選舉區,9,李中岑,女,074/09/01,29,中國國民黨,碩士,否,Lee Chung Tsen,臺北市
臺南市第11選舉區,1,陳怡珍,女,070/03/28,33,民主進步黨,大學,是,Chen Yi Chen,臺南市
臺南市第11選舉區,2,陳麗真,女,053/11/25,50,中國國民黨,大學,否,Chen Li Chen,臺灣省
臺南市第11選舉區,3,唐碧娥,女,049/05/03,54,民主進步黨,大學,是,Tang Pi A,臺南市
臺南市第11選舉區,4,許至椿,男,049/11/10,54,中國國民黨,碩士,是,Shu Chih Tsun,臺灣省
臺南市第11選舉區,5,李宗富,男,056/03/04,47,無,專科,否,Lee Tsung Fu,臺南市
臺南市第11選舉區,6,謝龍介,男,050/10/03,53,中國國民黨,碩士,否,,臺南市
臺南市第12選舉區,1,洪玉鳳,女,038/04/15,65,中國國民黨,碩士,是,,臺南市
臺南市第12選舉區,2,邱莉莉,女,051/11/29,51,民主進步黨,碩士,是,Chiu Li Li,臺南市
臺南市第13選舉區,1,盧崑福,男,054/10/07,49,中國國民黨,大學,是,Lu Kun Fu,臺南市
臺南市第13選舉區,2,李文正,男,048/02/04,55,民主進步黨,其他,是,,臺南市
臺南市第14選舉區,1,陳昌輝,男,061/12/19,41,台灣團結聯盟,碩士,否,Chen Chang Hui,臺南市
臺南市第14選舉區,2,陸美祈,女,060/03/20,43,民主進步黨,碩士,是,Mei Chi Lu,高雄市
臺南市第14選舉區,3,陳金鐘,男,049/11/09,54,民主進步黨,碩士,否,Chen Chin Chung,臺灣省
臺南市第14選舉區,4,曾培雅,女,048/08/18,55,中國國民黨,大學,是,Tseng Pei Ya,臺南市
臺南市第14選舉區,5,潘靜竹,女,044/08/22,59,樹黨,專科,否,Pan Chin Tzu,臺北市
臺南市第14選舉區,6,王家貞,女,046/07/08,57,中國國民黨,大學,否,,臺北市
臺南市第14選舉區,7,蔡旺詮,男,057/09/25,46,民主進步黨,碩士,是,Tsai Wan Chuang,臺南市
臺南市第14選舉區,8,曾順良,男,045/03/21,58,無,專科,是,,臺南市
臺南市第14選舉區,9,陳文科,男,048/03/20,55,中國國民黨,大學,是,,臺南市
臺南市第15選舉區,1,蔡淑惠,女,056/01/22,47,中國國民黨,大學,是,,臺南市
臺南市第15選舉區,2,周明德,男,043/08/02,60,民主進步黨,專科,否,Chou Ming De,臺南市
臺南市第15選舉區,3,林美燕,女,048/01/06,55,中國國民黨,大學,是,Lin Meng Yuan,臺南市
臺南市第15選舉區,4,陳進益,男,043/11/04,60,無,大學,是,Chen Chin Yi,臺南市
臺南市第15選舉區,5,莊玉珠,女,049/10/04,54,民主進步黨,專科,是,,臺南市
臺南市第15選舉區,6,呂維胤,男,070/06/12,33,民主進步黨,碩士,否,Lu Wei Yin,臺南市
臺南市第16選舉區,1,劉正昌,男,044/12/20,58,民主進步黨,專科,否,,臺南市
臺南市第16選舉區,2,杜素吟,女,045/06/06,58,無,大學,是,Tu Su Ying,臺南市
臺南市第16選舉區,3,張伯祿,男,047/10/01,56,無,高中,是,Ching Po Lu,臺南市
臺南市第16選舉區,4,吳禹寰,男,069/08/13,34,無,碩士,否,,臺南市
臺南市第16選舉區,5,曾王雅雲,女,051/06/26,52,民主進步黨,碩士,是,,臺南市
臺南市第16選舉區,6,徐萬仲,男,040/09/16,63,中國國民黨,專科,否,,臺南市
臺南市第16選舉區,7,陳特清,男,046/01/02,57,無,專科,是,,臺南市
臺南市第17選舉區,1,蔡玉枝,女,038/07/17,65,中國國民黨,專科,是,,臺灣省
臺南市第17選舉區,2,陳肇元,男,067/08/16,36,中國國民黨,大學,否,Chen Chao Yuan,臺南市
臺南市第17選舉區,3,李美素,女,058/07/21,45,民主進步黨,高中,否,,臺灣省
臺南市第18選舉區,1,"谷暮・哈就 Kumu Hacyo",女,067/05/28,36,無,碩士,是,,臺南市
臺南市第18選舉區,2,伍宗康,男,067/07/23,36,中國國民黨,高中,否,,臺南市
高雄市第1選舉區,1,劉馨正,男,043/01/01,60,中國國民黨,碩士,否,Liu Shin Jeng,高雄市
高雄市第1選舉區,2,鍾惠美,女,056/06/17,47,無,大學,否,CHUNG HUI MEI,高雄市
高雄市第1選舉區,3,林富寶,男,044/08/02,59,民主進步黨,大學,是,Lin Fu Pao,高雄市
高雄市第1選舉區,4,蕭育穎,女,068/08/04,35,民主進步黨,碩士,否,,高雄市
高雄市第1選舉區,5,鍾盛有,男,041/05/03,62,無,其他,是,CHUNG SHEN YU,高雄市
高雄市第2選舉區,1,張文瑞,男,039/10/20,64,民主進步黨,高中,是,CHANG WEN JUI,高雄市
高雄市第2選舉區,2,陳明澤,男,052/11/09,51,民主進步黨,碩士,是,,高雄市
高雄市第2選舉區,3,蘇琦莉,女,066/08/23,37,中國國民黨,碩士,是,,高雄市
高雄市第2選舉區,4,李長生,男,045/02/11,58,中國國民黨,專科,是,,高雄市
高雄市第3選舉區,1,曾水文,男,049/01/23,54,台灣團結聯盟,專科,否,Tseng Shuei Wen,高雄市
高雄市第3選舉區,2,陸淑美,女,051/11/25,52,中國國民黨,碩士,是,Lu Shu Mei,高雄市
高雄市第3選舉區,3,方信淵,男,054/02/21,49,中國國民黨,碩士,是,FANG HSIN YUAN,高雄市
高雄市第3選舉區,4,盧文峯,男,048/11/17,55,無,高中,否,LU WEN FENG,高雄市
高雄市第3選舉區,5,陳政聞,男,066/06/05,37,民主進步黨,碩士,是,,高雄市
高雄市第3選舉區,6,蔡金河,男,044/02/10,59,中國國民黨,碩士,否,Tsai Chin Ho,高雄市
高雄市第3選舉區,7,高閔琳,女,071/08/03,32,民主進步黨,碩士,否,Kao Minlin,臺北市
高雄市第3選舉區,8,翁瑞珠,女,039/11/12,64,民主進步黨,高中,是,WENG JUI CHU,臺灣省
高雄市第4選舉區,1,李眉蓁,女,068/03/21,35,中國國民黨,碩士,是,,高雄市
高雄市第4選舉區,2,林瑩蓉,女,054/09/24,49,民主進步黨,碩士,是,Lin Ying Jung,臺南市
高雄市第4選舉區,3,周鍾,男,044/07/23,59,中國國民黨,碩士,是,,高雄市
高雄市第4選舉區,4,柳淑芳,女,049/08/30,54,無,高中,否,Lyou Shu Fung,高雄市
高雄市第4選舉區,5,藍星木,男,037/01/02,66,中國國民黨,其他,是,,高雄市
高雄市第4選舉區,6,黃石龍,男,043/06/30,60,無黨團結聯盟,碩士,是,HUANG SHIH LUNG,高雄市
高雄市第4選舉區,7,張豐藤,男,050/04/18,53,民主進步黨,博士,是,Chang Feng Teng,臺灣省
高雄市第4選舉區,8,陳麗珍,女,055/03/23,48,中國國民黨,碩士,是,CHEN LI CHEN,高雄市
高雄市第4選舉區,9,李柏毅,男,066/04/08,37,民主進步黨,碩士,否,Lee Po Yi,高雄市
高雄市第4選舉區,10,陳玫娟,女,051/12/14,51,中國國民黨,碩士,是,CHEN MEI CHUAN,高雄市
高雄市第4選舉區,11,何樹勳,男,069/10/09,34,新黨,大學,否,Ho Shu Hsun,新北市
高雄市第4選舉區,12,黃若桓,男,077/08/10,26,無,大學,否,Huang Jo Huan,高雄市
高雄市第5選舉區,1,何堅心,男,036/10/14,67,無,高中,否,,高雄市
高雄市第5選舉區,2,葉進國,男,043/04/21,60,無,其他,否,YEH CHING KUO,高雄市
高雄市第5選舉區,3,許慧玉,女,056/02/22,47,中國國民黨,碩士,是,HSU HUI YU,高雄市
高雄市第5選舉區,4,林芳如,女,057/01/11,46,民主進步黨,大學,是,Lin Fang Ju,臺灣省
高雄市第5選舉區,5,張勝富,男,061/10/07,42,民主進步黨,大學,否,Chang Sheng Fu,高雄市
高雄市第5選舉區,6,吳利成,男,058/11/08,45,中國國民黨,碩士,是,,高雄市
高雄市第5選舉區,7,王慧玲,女,062/09/21,41,無,碩士,否,Wang Huei Lin,高雄市
高雄市第5選舉區,8,邱俊憲,男,071/02/26,32,民主進步黨,碩士,否,CHIU CHUN HSIEN,臺南市
高雄市第5選舉區,9,沈英章,男,043/03/06,60,民主進步黨,專科,否,SHEN YIN CHANG,高雄市
高雄市第6選舉區,1,簡煥宗,男,062/09/19,41,民主進步黨,碩士,否,Chien Huan Tsung,臺北市
高雄市第6選舉區,2,連立堅,男,052/12/19,50,民主進步黨,碩士,是,Lien Lijen,新北市
高雄市第6選舉區,3,蔡金晏,男,067/03/25,36,中國國民黨,博士,是,TSAI CHIN YEN,高雄市
高雄市第6選舉區,4,劉哲宇,男,078/05/29,25,無,大學,否,LIU CHE YU,高雄市
高雄市第6選舉區,5,李喬如,女,046/06/24,57,民主進步黨,碩士,是,,臺灣省
高雄市第6選舉區,6,陳美雅,女,059/11/12,44,中國國民黨,碩士,是,CHEN MET YA,高雄市
高雄市第6選舉區,7,陳冠銘,男,066/11/20,37,台灣團結聯盟,大學,否,CHEN KUAN MING,高雄市
高雄市第6選舉區,8,郭美伶,女,060/06/22,43,無,高中,否,,高雄市
高雄市第7選舉區,1,鄭新助,男,030/02/21,73,無,其他,是,CHENG HSIN CHU,高雄市
高雄市第7選舉區,2,黃香菽,女,070/10/23,33,中國國民黨,專科,否,HUANG HSIANG SHU,高雄市
高雄市第7選舉區,3,梁益誌,男,071/02/28,32,綠黨,碩士,否,Liang Yi Chih,高雄市
高雄市第7選舉區,4,黃永富,男,049/11/25,54,親民黨,大學,否,,臺灣省
高雄市第7選舉區,5,童燕珍,女,042/11/02,61,中國國民黨,碩士,是,TUNG YEN CHEN,臺灣省
高雄市第7選舉區,6,林家慶,男,069/07/11,34,無,專科,否,,臺南市
高雄市第7選舉區,7,黃柏霖,男,056/10/31,47,中國國民黨,碩士,是,HUANG PO LIN,高雄市
高雄市第7選舉區,8,曾俊傑,男,065/04/09,38,中國國民黨,大學,是,,高雄市
高雄市第7選舉區,9,洪平朗,男,044/07/24,59,民主進步黨,大學,是,,臺灣省
高雄市第7選舉區,10,張美瑛,女,051/09/27,52,無,大學,否,CHANG MEI YING,高雄市
高雄市第7選舉區,11,林進興,男,042/05/12,61,民主進步黨,博士,否,Lin Peter,高雄市
高雄市第7選舉區,12,何權峰,男,069/04/01,34,民主進步黨,大學,否,HO CHUAN FENG,高雄市
高雄市第7選舉區,13,林武忠,男,044/07/18,59,民主進步黨,碩士,是,Lin Low Chung,高雄市
高雄市第7選舉區,14,郭國志,男,037/01/01,66,無,專科,否,Kuo Kuo Chih,臺南市
高雄市第7選舉區,15,康裕成,女,045/03/04,58,民主進步黨,碩士,是,KANG YU CHENG,臺北市
高雄市第7選舉區,16,黃淑美,女,048/01/28,55,台灣團結聯盟,碩士,是,HUANG SHU MEI,高雄市
高雄市第8選舉區,1,黃紹庭,男,059/01/11,44,中國國民黨,碩士,否,HUANG SHAO TING,高雄市
高雄市第8選舉區,2,郭建盟,男,059/07/20,44,民主進步黨,碩士,是,FUO CHIEN MENG,臺北市
高雄市第8選舉區,3,吳益政,男,052/04/04,51,親民黨,碩士,是,Wu Yi Chen,臺灣省
高雄市第8選舉區,4,許崑源,男,046/05/01,57,中國國民黨,高中,是,,高雄市
高雄市第8選舉區,5,王芳萍,女,055/08/02,48,人民民主陣線,碩士,否,Wang Fang Ping,臺灣省
高雄市第8選舉區,6,蕭永達,男,054/06/23,49,民主進步黨,碩士,是,HSIAO YUNG TA,臺灣省
高雄市第8選舉區,7,楊定國,男,051/11/10,52,台灣團結聯盟,碩士,否,Yang Ting Kuo,高雄市
高雄市第8選舉區,8,周玲妏,女,056/12/16,46,民主進步黨,大學,是,CHOU LING WEN,高雄市
高雄市第8選舉區,9,陳若翠,女,058/04/29,45,中國國民黨,碩士,否,CHEN JO TSUI,臺灣省
高雄市第9選舉區,1,楊承翰,男,076/04/03,27,無,大學,否,Yang Cheng Han,臺南市
高雄市第9選舉區,2,徐榮延,男,038/09/02,65,無黨團結聯盟,碩士,是,HSU JUNG YEN,臺灣省
高雄市第9選舉區,3,鄭復華,女,051/08/15,52,親民黨,專科,否,CHENG FU WHU,高雄市
高雄市第9選舉區,4,羅鼎城,男,065/08/05,38,民主進步黨,碩士,否,Lo Ting Cheng,高雄市
高雄市第9選舉區,5,陳慧芬,女,059/11/27,44,台灣團結聯盟,大學,否,CHEN HUI FENG,高雄市
高雄市第9選舉區,6,張漢忠,男,042/10/28,61,民主進步黨,高中,是,,高雄市
高雄市第9選舉區,7,蘇炎城,男,041/01/01,62,民主進步黨,專科,是,,高雄市
高雄市第9選舉區,8,李政憲,男,045/07/02,58,無,高中,否,,高雄市
高雄市第9選舉區,9,楊見福,男,041/12/02,61,無,其他,否,YANG CHIEN FU,高雄市
高雄市第9選舉區,10,羅章福,男,050/01/02,53,無,高中,否,Lo CHANG FU,臺灣省
高雄市第9選舉區,11,陳慧文,女,063/07/28,40,民主進步黨,碩士,是,CHEN HUI WEN,高雄市
高雄市第9選舉區,12,劉德林,男,050/11/07,53,中國國民黨,大學,是,,高雄市
高雄市第9選舉區,13,郭素桃,女,046/08/06,57,無,專科,否,,臺南市
高雄市第9選舉區,14,林景元,男,014/10/19,89,無,專科,否,,高雄市
高雄市第9選舉區,15,陳粹鑾,女,055/12/01,47,中國國民黨,專科,是,CHEN TSUI LUAN,高雄市
高雄市第9選舉區,16,張育華,女,053/10/31,50,人民民主陣線,碩士,否,Chang Yu Hua,高雄市
高雄市第9選舉區,17,李雅靜,女,066/12/24,36,中國國民黨,碩士,是,LI YA CHING,高雄市
高雄市第9選舉區,18,顏曉菁,女,063/02/03,40,民主進步黨,碩士,是,YEN HSIAO CHING,高雄市
高雄市第10選舉區,1,王聖仁,男,049/04/18,54,民主進步黨,高中,否,,臺灣省
高雄市第10選舉區,2,陳信瑜,女,057/11/04,46,民主進步黨,碩士,是,CHEN HSIN YU,高雄市
高雄市第10選舉區,3,鄭光峰,男,055/02/04,48,民主進步黨,碩士,是,CHENG KUANG FENG,臺灣省
高雄市第10選舉區,4,李順進,男,047/10/27,56,無黨團結聯盟,碩士,是,LEE SHUN CHIN,高雄市
高雄市第10選舉區,5,林宛蓉,女,049/08/31,54,民主進步黨,碩士,是,,臺灣省
高雄市第10選舉區,6,蔡武宏,男,067/03/23,36,中國國民黨,大學,否,TSAI WU HUNG,高雄市
高雄市第10選舉區,7,陳麗娜,女,059/03/10,44,中國國民黨,大學,是,,臺灣省
高雄市第10選舉區,8,陳信諭,男,077/06/07,26,無,大學,否,Chen Sin Yu,高雄市
高雄市第10選舉區,9,蕭吉男,男,065/12/23,37,台灣團結聯盟,碩士,否,HSIAO CHI NAN,臺灣省
高雄市第10選舉區,10,曾麗燕,女,042/02/20,61,中國國民黨,碩士,是,TSENG LI YEN,高雄市
高雄市第10選舉區,11,吳銘賜,男,054/12/02,48,民主進步黨,專科,否,,高雄市
高雄市第11選舉區,1,李雨庭,女,062/09/30,41,民主進步黨,其他,否,,臺灣省
高雄市第11選舉區,2,洪秀錦,女,050/03/10,53,中國國民黨,高中,是,HUNG HSIU CHIN,高雄市
高雄市第11選舉區,3,徐瑀岑,女,070/10/01,33,無,大學,否,HSU YU CHEN,高雄市
高雄市第11選舉區,4,韓賜村,男,048/07/06,55,民主進步黨,碩士,是,HAN SZU TSUN,高雄市
高雄市第11選舉區,5,黃天煌,男,051/09/15,52,中國國民黨,專科,是,,高雄市
高雄市第11選舉區,6,王耀裕,男,050/07/14,53,中國國民黨,碩士,否,,高雄市
高雄市第11選舉區,7,蔡昌達,男,059/05/29,44,民主進步黨,碩士,是,Tsai Chang Da,高雄市
高雄市第11選舉區,8,張禾宜,女,048/07/17,55,台灣團結聯盟,碩士,否,Chang He I,高雄市
高雄市第12選舉區,1,"俄鄧‧殷艾 Eteng‧Ingay",男,054/02/24,49,民主進步黨,大學,是,INGAI UHDUNG,臺灣省
高雄市第12選舉區,2,王義雄,男,049/03/20,54,中國國民黨,專科,否,Wang Yixiong,臺灣省
高雄市第13選舉區,1,"柯路加 Istanda Ciban",男,043/05/04,60,中國國民黨,大學,是,Ko Lu Chia,高雄市
高雄市第13選舉區,2,林民傑,男,046/05/17,57,無,高中,否,,高雄市
高雄市第14選舉區,1,"理斷‧搭給嚕嘟嗯 Islituan‧Takiludun",男,051/05/31,52,無,其他,否,Islituan Takiludun,高雄市
高雄市第14選舉區,2,高秀琴,女,043/11/12,60,中國國民黨,大學,否,,臺灣省
高雄市第14選舉區,3,"伊斯坦大‧貝雅夫‧正福 Istanda‧Paingav",男,045/10/01,58,無,大學,是,Istanda Paingav Cengeu,高雄市
高雄市第15選舉區,1,"范織欽 Pasulang‧Tomatalate",男,046/07/29,57,無,碩士,否,FAN CHIH CHIN,高雄市
高雄市第15選舉區,2,唐惠美,女,047/01/01,56,中國國民黨,高中,是,TANG HUI MEI,高雄市
新竹縣第1選舉區,1,楊敬賜,男,042/05/25,61,中國國民黨,碩士,否,YANG CHING CHIH,臺灣省
新竹縣第1選舉區,2,林群森,男,060/03/13,43,無,大學,否,LIN CHUN SEN,臺北市
新竹縣第1選舉區,3,陳見賢,男,049/12/12,53,中國國民黨,專科,是,CHEN CHIEN HSIEN,臺灣省
新竹縣第1選舉區,4,杜文中,男,056/05/05,47,中國國民黨,碩士,否,DU WEN JUNG,臺灣省
新竹縣第1選舉區,5,林為洲,男,050/07/25,53,中國國民黨,大學,是,LIN WEI CHOU,臺灣省
新竹縣第1選舉區,6,蘇明輝,男,042/04/25,61,無,高中,是,SU MING HUI,臺灣省
新竹縣第1選舉區,7,郭鴻德,男,052/05/29,51,民主進步黨,碩士,否,KUO HUNG DE,臺灣省
新竹縣第1選舉區,8,葉芬英,女,052/07/30,51,民主進步黨,高中,是,YEH FEN YIN,臺灣省
新竹縣第1選舉區,9,傅文忠,男,061/09/02,42,中國國民黨,高中,否,,臺北市
新竹縣第1選舉區,10,蔡志環,女,048/08/01,55,中國國民黨,碩士,否,TSAI CHIH HUAN,臺灣省
新竹縣第1選舉區,11,鄭美琴,女,043/04/01,60,無,高中,是,CHEN MAI CHIN,臺灣省
新竹縣第1選舉區,12,高偉凱,男,060/12/30,42,勞動黨,碩士,是,KAO WEI KAI,臺北市
新竹縣第1選舉區,13,邱靖雅,女,061/12/12,41,無,碩士,否,CHIU CHING YA,新北市
新竹縣第1選舉區,14,陳凱榮,男,051/12/24,51,中國國民黨,大學,否,CHEN KAI JUNG,臺灣省
新竹縣第1選舉區,15,林保光,男,050/10/10,53,中國國民黨,大學,是,LIN PO KUANG,臺灣省
新竹縣第2選舉區,1,吳菊花,女,049/10/11,54,中國國民黨,其他,是,WU CHU HUA,臺灣省
新竹縣第2選舉區,2,甄克堅,男,059/10/18,44,中國國民黨,碩士,否,,臺灣省
新竹縣第2選舉區,3,吳淑君,女,060/12/07,42,中國國民黨,其他,是,WU SHU CHUN,臺灣省
新竹縣第2選舉區,4,黃永傳,男,034/11/23,69,中國國民黨,高中,是,HUANG YUNG TSUAN,臺灣省
新竹縣第2選舉區,5,陳栢維,男,054/09/08,49,無,碩士,是,CHEN PAI WEI,臺灣省
新竹縣第2選舉區,6,張春鳳,女,043/02/23,60,無,高中,否,CHANG CHUN FENG,高雄市
新竹縣第3選舉區,1,鄭清漢,男,048/02/21,55,中國國民黨,高中,是,CHENG CHING HAN,臺灣省
新竹縣第3選舉區,2,羅春蘭,女,051/02/01,52,無,高中,否,LO CHUN LAN,臺灣省
新竹縣第3選舉區,3,黃金樓,男,054/08/31,49,中國國民黨,大學,是,HUANG CHIN LOU,臺灣省
新竹縣第3選舉區,4,張鎮榮,男,041/12/30,61,中國國民黨,高中,否,CHANG CHENG JUNG,臺灣省
新竹縣第3選舉區,5,吳寀璇,女,050/03/05,53,民主進步黨,高中,是,WU TSAI HSUAN,臺灣省
新竹縣第3選舉區,6,吳傳地,男,053/05/16,50,民主進步黨,大學,否,WU CHUAN DI,臺灣省
新竹縣第3選舉區,7,陳林金玉,女,047/09/12,56,無,大學,否,CHEN LIN CHIN YU,臺灣省
新竹縣第4選舉區,1,陳玉蟾,女,047/04/25,56,無,大學,否,CHEN YU CHAN,臺灣省
新竹縣第4選舉區,2,劉良彬,男,049/11/05,54,中國國民黨,大學,是,LIU LIANG BIN,臺灣省
新竹縣第4選舉區,3,嚴永秋,男,038/10/06,65,無,高中,是,YEN YUNG CHIU,臺灣省
新竹縣第4選舉區,4,羅吉燾,男,036/12/15,66,無,高中,否,LO CHI TAO,臺灣省
新竹縣第5選舉區,1,楊連湧,男,033/11/28,70,無,其他,否,YANG LIEN YEONG,臺灣省
新竹縣第5選舉區,2,范曰富,男,049/12/21,53,中國國民黨,專科,否,FAN YUEH FU,臺灣省
新竹縣第5選舉區,3,賴江海,男,047/08/18,56,中國國民黨,專科,否,LAI CHIANG HAI,臺灣省
新竹縣第5選舉區,4,張玟源,男,051/06/23,52,無,專科,否,,新北市
新竹縣第6選舉區,1,張志弘,男,048/10/10,55,中國國民黨,碩士,是,CHANG CHIH HUNG,臺灣省
新竹縣第6選舉區,2,温文結,男,037/10/19,66,無,其他,否,WEN WEN JIE,臺灣省
新竹縣第6選舉區,3,蔡維邦,男,029/10/29,74,無,大學,否,TSAI WEI PANG,臺灣省
新竹縣第7選舉區,1,林政良,男,041/10/18,62,中國國民黨,專科,是,LIN CHENG LIANG,臺灣省
新竹縣第8選舉區,1,林昭錡,男,049/02/22,54,民主進步黨,大學,否,LIN CHAO CHI,臺灣省
新竹縣第8選舉區,2,羅吉祥,男,046/08/20,57,中國國民黨,專科,是,LO CHI HSIANG,臺灣省
新竹縣第8選舉區,3,彭余美玲,女,052/05/05,51,無,專科,否,,臺灣省
新竹縣第8選舉區,4,周江杰,男,069/07/15,34,綠黨,碩士,否,CHOU CHIANG CHIEH,臺灣省
新竹縣第8選舉區,5,黃秀龍,男,049/06/02,54,無,高中,否,,臺灣省
新竹縣第8選舉區,6,郭遠彰,男,048/12/02,54,中國國民黨,碩士,是,Kuo Y UAN Chang,臺灣省
新竹縣第8選舉區,7,彭怡君,女,078/04/12,25,無,大學,否,,臺灣省
新竹縣第8選舉區,8,上官秋燕,女,046/10/28,57,中國國民黨,高中,是,SHANG KUAN CHIU YAN,新北市
新竹縣第8選舉區,9,吳勝松,男,046/10/22,57,中國國民黨,高中,是,WU SHENG SUNG,臺灣省
新竹縣第8選舉區,10,林思銘,男,055/03/16,48,中國國民黨,大學,是,LIN SZU MING,臺灣省
新竹縣第8選舉區,11,劉珈愷,男,049/12/01,53,中國國民黨,專科,否,LIU CHIA KAI,臺灣省
新竹縣第9選舉區,1,邱振瑋,男,063/12/26,39,無,碩士,是,CHIU CHEN WEI,臺灣省
新竹縣第10選舉區,1,陳正順,男,043/12/28,59,中國國民黨,高中,是,CHEN CHENG SHUN,臺灣省
新竹縣第10選舉區,2,彭紹松,男,042/02/12,61,無,高中,否,PENG SHAO SUNG,臺灣省
新竹縣第10選舉區,3,彭進添,男,054/02/27,49,無,專科,否,PENG CHIN TIEN,臺灣省
新竹縣第11選舉區,1,彭文彬,男,051/12/01,51,無,高中,否,,臺灣省
新竹縣第11選舉區,2,林光榮Kuying.Kalang,男,044/02/09,59,中國國民黨,專科,是,,臺灣省
新竹縣第12選舉區,1,黃比德,男,060/04/13,43,中國國民黨,高中,否,HUANG BI TE,臺灣省
新竹縣第12選舉區,2,柔夏‧布待Rosya.Butay,男,047/06/16,56,無,其他,否,Rosya.Butay,臺灣省
新竹縣第12選舉區,3,雲翔,男,053/07/07,50,無,專科,否,,臺灣省
新竹縣第12選舉區,4,范坤松,男,034/05/07,69,中國國民黨,高中,否,FAN KUN SUNG,臺灣省
新竹縣第13選舉區,1,趙一先Obay a Awi’,男,054/09/05,49,中國國民黨,碩士,是,CHAO I HSIEN,臺灣省
新竹縣第13選舉區,2,張定中,男,052/06/25,51,無,其他,否,CHANG TING CHUNG,臺灣省
新竹縣第13選舉區,3,凱撒巴燕,男,050/06/11,53,民主進步黨,其他,否,,臺灣省
苗栗縣第1選舉區,1,禹耀東,男,047/12/05,55,中國國民黨,碩士,是,,臺灣省
苗栗縣第1選舉區,2,謝文禓,男,064/11/20,39,無,大學,否,,臺灣省
苗栗縣第1選舉區,3,涂月華,女,058/01/24,45,無,專科,否,,臺灣省
苗栗縣第1選舉區,4,傅學煥,男,046/04/18,57,無,專科,是,,臺灣省
苗栗縣第1選舉區,5,陳建成,男,066/07/15,37,無,大學,否,,臺灣省
苗栗縣第1選舉區,6,鄭碧玉,女,045/03/15,58,中國國民黨,高中,是,,臺灣省
苗栗縣第1選舉區,7,呂明亮,男,047/10/29,56,無,高中,否,,臺灣省
苗栗縣第1選舉區,8,謝雷,男,048/11/25,55,無,高中,否,,臺灣省
苗栗縣第1選舉區,9,張志宇,男,065/08/24,38,中國國民黨,碩士,否,,臺灣省
苗栗縣第1選舉區,10,邱鎮軍,男,060/12/07,42,無,高中,否,,臺灣省
苗栗縣第1選舉區,11,湯維岳,男,037/02/12,66,無,高中,否,,臺灣省
苗栗縣第1選舉區,12,詹運喜,男,051/09/10,52,民主進步黨,大學,是,,臺灣省
苗栗縣第1選舉區,13,許櫻萍,女,065/09/11,38,民主進步黨,專科,否,,高雄市
苗栗縣第1選舉區,14,胡忠勇,男,032/11/10,71,無,其他,是,,臺灣省
苗栗縣第1選舉區,15,孫素娥,女,043/07/18,60,中國國民黨,高中,是,,臺灣省
苗栗縣第1選舉區,16,徐集明,男,059/11/02,44,中國國民黨,高中,否,,臺灣省
苗栗縣第2選舉區,1,羅貴星,男,050/12/15,52,民主進步黨,碩士,否,,臺灣省
