選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
第16屆臺中市議員,陳富德,1159000,630000,0,102000,10000,0,0,794723,0,60000,0,112012,1259168,0,0,0
第16屆臺中市議員,陳建勇,10660,0,0,0,0,0,0,0,0,0,0,0,11060,0,0,0
第16屆臺中市議員,陳成添,269666,124000,100000,1000,0,71,0,339546,0,0,121460,32670,1104,0,0,0
第16屆臺中市議員,陳振訓,614000,0,0,0,0,22,0,182164,98000,80000,29500,0,360387,0,0,0
第16屆臺中市議員,陳有江,1703800,1939900,100000,2000,0,391,0,1392303,195510,132900,277087,15010,1434645,0,300000,0
第16屆臺中市議員,陳淑華,1512200,756000,0,0,0,331,0,923352,19500,60000,56500,41988,1115060,0,0,0
第16屆臺中市議員,陳清景,60000,1170000,100000,0,0,71,0,993700,31051,103000,168500,0,224670,0,0,0
第16屆臺中市議員,陳瑞德,1020000,1010000,100000,0,6000,483,0,1111327,0,0,98220,47896,920850,0,0,0
第16屆臺中市議員,陳瑞昌,109000,0,100000,0,10000,0,0,158120,279000,0,0,3500,0,0,0,0
第16屆臺中市議員,陳福文,1189160,966850,0,15000,1000,61,0,626910,42460,0,824900,41397,716500,0,0,0
第16屆臺中市議員,顏志修,876000,1451050,100000,2000,2200,81,0,819068,289800,344700,0,76256,1080348,0,0,0
第16屆臺中市議員,顏英男,432000,330000,100000,0,6000,19,0,484019,275800,390355,31560,0,137256,0,0,0
第16屆臺中市議員,魏仕諭,300000,0,0,0,0,0,0,517200,0,0,0,0,0,0,0,0
第16屆臺中市議員,黃仁,580000,250000,0,0,0,44,0,208280,1050,75000,314000,21420,319537,0,0,0
第16屆臺中市議員,黃國書,1484000,2479000,0,0,0,309,0,694707,66925,0,235860,112654,2054169,0,0,0
第16屆臺中市議員,黃淑芬,556000,592000,100000,0,0,57,0,451085,207380,0,136652,5600,499306,0,0,0
第16屆臺中市議員,黃英傑,215200,171000,0,0,10000,0,0,512591,0,0,0,0,0,0,0,0
第16屆臺中縣議員,何明杰,1410100,1591900,0,0,138895,35,0,2911858,326680,19539,2400,0,1277426,0,0,0
第16屆臺中縣議員,何欣純,1202700,945000,0,120000,0,127,0,1170404,286150,250807,336355,108048,622349,0,0,0
第16屆臺中縣議員,何秀英,616000,100000,0,0,6100,0,0,670350,351240,0,76000,30932,583235,0,0,0
第16屆臺中縣議員,何端格,425000,670000,0,0,0,52,0,948800,211600,60000,0,24470,313294,0,0,0
第16屆臺中縣議員,傅矞皓,611000,196000,0,0,15000,97,0,945761,38527,95944,46250,2947,634690,0,0,0
第16屆臺中縣議員,冉齡軒,54600,5000,0,0,0,0,0,0,0,0,0,0,420398,0,0,0
第16屆臺中縣議員,劉淑蘭,1312530,244800,0,0,0,16,0,684180,111030,28499,91000,65749,1163797,0,0,0
第16屆臺中縣議員,劉聰賢,0,300000,0,0,0,0,0,0,0,0,0,0,484159,0,0,0
第16屆臺中縣議員,劉金生,240000,0,0,0,0,0,0,35100,0,0,0,55059,830657,0,0,0
第16屆臺中縣議員,吳敏濟,438500,70000,0,0,0,0,0,796898,2000,200150,0,0,303210,0,0,0
第16屆臺中縣議員,吳瓊華,908000,430000,0,2000,0,0,0,547260,59240,0,0,0,890086,0,0,0
第16屆臺中縣議員,孫玉鳳,358700,163000,0,0,0,0,0,378200,0,0,12300,9916,124200,0,0,0
第16屆臺中縣議員,尤碧鈴,230000,20000,0,0,0,0,0,500165,0,0,4900,9045,15595,0,0,0
第16屆臺中縣議員,廖述鎮,1061580,665080,0,5600,13000,0,0,797472,302170,20000,71246,40743,540342,0,0,0
第16屆臺中縣議員,張師敏,0,280000,0,0,0,0,0,220355,400,0,1500,38825,26485,0,0,0
第16屆臺中縣議員,張德勳,636600,40000,0,0,0,0,0,78872,262600,84000,0,10139,272985,0,0,0
第16屆臺中縣議員,張正興,271920,93000,50000,0,0,8,0,155223,770,40000,59190,84921,964037,0,0,0
第16屆臺中縣議員,張清堂,268000,1420000,0,0,0,0,0,544675,56765,23085,58500,0,1073248,0,0,0
第16屆臺中縣議員,張溢城,227200,75940,50000,0,1000,0,0,1054294,0,24295,161740,35155,312110,0,0,0
第16屆臺中縣議員,張滄沂,430800,1998000,0,0,33440,414,0,1116295,0,109500,143740,205465,1087098,0,0,0
第16屆臺中縣議員,張立傑,280000,700000,0,0,0,15,0,505050,0,0,356420,0,137421,0,0,0
第16屆臺中縣議員,戴萬福,200000,1190000,50000,0,0,50,0,468900,337000,20000,120000,0,2563,0,0,0
第16屆臺中縣議員,易錦隆,746200,292000,0,0,98900,101,0,554809,183375,38246,301645,36239,640484,0,0,0
第16屆臺中縣議員,曾德源,100000,30000,0,0,0,6,0,358832,0,0,12000,2550,52406,0,0,0
第16屆臺中縣議員,朱麗珠,100000,366000,0,0,0,70,0,383367,0,0,45100,23791,69017,0,0,0
第16屆臺中縣議員,李天生,1053800,1060000,0,0,1000,62,0,794738,401900,145760,142493,134887,768359,0,0,0
第16屆臺中縣議員,李明淦,299000,230000,0,10000,0,0,0,80427,0,40000,10000,0,533400,0,0,0
第16屆臺中縣議員,李榮鴻,128560,247280,0,0,0,0,0,496721,0,0,0,0,470218,0,0,0
第16屆臺中縣議員,李玲珍,0,10000,0,0,0,0,0,64446,0,0,10000,0,13178,0,0,0
第16屆臺中縣議員,李麗華,1237600,989800,50000,0,0,74,0,1721921,221250,120585,0,55612,1046269,0,0,0
第16屆臺中縣議員,林國銘,600000,0,0,0,0,0,0,141000,0,0,20000,92828,537312,0,0,0
第16屆臺中縣議員,林士昌,234000,9000,50000,0,0,15,0,1555560,0,0,46000,0,139352,0,0,0
第16屆臺中縣議員,林文勇,0,0,0,0,0,0,0,0,0,0,0,0,40215,0,0,0
第16屆臺中縣議員,林明鍾,364050,272000,0,3000,5500,1,0,1492986,0,0,17150,63967,449650,0,0,0
第16屆臺中縣議員,林栢裕,347600,66000,0,0,6000,5,0,337564,0,0,70000,50772,596609,0,0,0
第16屆臺中縣議員,林樵鋒,37500,0,0,0,2000,0,0,40000,0,0,0,0,145576,0,0,0
第16屆臺中縣議員,林秀梅,1801500,450400,0,0,0,0,0,776621,102264,40000,289855,18795,1180177,0,0,0
第16屆臺中縣議員,林素真,662760,1965500,0,0,0,35,0,2097680,43500,0,93260,37263,515027,0,0,0
第16屆臺中縣議員,林聰海,1303050,652000,0,0,98380,68,0,1565625,0,0,339215,94750,719702,0,0,0
第16屆臺中縣議員,楊典忠,177000,160000,0,0,0,7,0,224778,147100,0,80364,49240,70095,0,0,0
第16屆臺中縣議員,楊永昌,560590,238450,0,0,1950,51,0,1154623,338636,800,124412,0,148999,0,0,0
第16屆臺中縣議員,楊界華,620000,276700,0,0,0,55,0,541317,190018,0,96100,27427,60630,0,0,0
第16屆臺中縣議員,楊秋雲,300000,64200,0,0,0,10,0,189199,0,0,0,3421,297865,0,0,0
第16屆臺中縣議員,段緯宇,1099500,0,0,0,11200,55,0,295000,0,32450,0,145622,1004937,0,0,0
第16屆臺中縣議員,江勝雄,120000,1320000,50000,0,57300,112,0,548237,486600,0,144000,0,438500,0,0,0
第16屆臺中縣議員,江卿雲,595000,169600,0,0,0,0,0,535128,146600,0,104000,26512,452381,0,0,0
第16屆臺中縣議員,洪金福,12000,50000,0,0,0,4,0,183682,0,25534,39300,26030,73478,0,0,0
第16屆臺中縣議員,游繼岳,68000,732000,0,0,0,0,0,604870,68150,8000,0,47108,118408,0,0,0
第16屆臺中縣議員,王加佳,100000,800000,50000,0,0,58,0,465756,150000,0,45816,0,642246,0,0,0
第16屆臺中縣議員,王憲堂,10760,15000,0,0,0,0,0,0,0,0,5760,0,20276,0,0,0
第16屆臺中縣議員,王永通,440404,470000,0,0,0,51,0,764640,0,0,57204,0,98840,0,0,0
第16屆臺中縣議員,羅永珍,720300,1005800,0,0,0,0,0,556265,420211,10000,187251,10465,563189,0,0,0
第16屆臺中縣議員,翁美春,238400,96600,0,0,0,10,0,1250228,0,60000,60700,66715,374712,0,0,0
第16屆臺中縣議員,蔡成圭,1009000,290000,0,0,11000,19,0,629896,317610,0,106950,0,458744,0,0,0
第16屆臺中縣議員,蕭詠錄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆臺中縣議員,蘇慶雲,176200,132000,0,26000,0,9,0,334200,0,0,0,0,0,0,0,0
第16屆臺中縣議員,許坤照,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆臺中縣議員,許水彬,260000,170000,0,0,0,33,0,1042268,8000,90000,0,48733,159636,0,0,0
第16屆臺中縣議員,許秋煌,1023000,382000,0,0,10000,13,0,963723,235150,0,185460,107607,381363,0,0,0
第16屆臺中縣議員,詹敏豐,282400,650100,50000,0,27300,18,0,1013256,87309,37060,129950,0,150820,0,0,0
第16屆臺中縣議員,詹智能,190000,232000,0,0,0,0,0,14950,30000,0,13150,0,375007,0,0,0
第16屆臺中縣議員,謝志忠,1736155,711000,0,0,2000,112,0,1374552,477718,88000,75980,19372,875645,0,0,0
第16屆臺中縣議員,謝蒼海,0,160000,0,66000,11000,26,0,553164,88000,0,0,15720,1286107,0,0,0
第16屆臺中縣議員,謝震穎,150000,100000,0,0,0,0,0,251450,0,0,0,0,0,0,0,0
第16屆臺中縣議員,賴瑞珠,789468,447000,50000,0,12000,20,0,1045912,545300,5000,34000,0,699017,0,0,0
第16屆臺中縣議員,賴義鍠,614000,110000,0,0,0,0,0,51420,57893,75000,30000,0,721776,0,0,0
第16屆臺中縣議員,車淑娟,90000,0,0,0,0,6,0,501600,328000,0,0,0,24200,0,0,0
第16屆臺中縣議員,邱秀惠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆臺中縣議員,陳敏珠,596000,169400,0,0,0,0,0,916010,4200,0,14000,6190,148204,0,0,0
第16屆臺中縣議員,陳本添,221000,296000,0,0,0,26,0,725063,169656,48736,157735,8007,169122,0,0,0
第16屆臺中縣議員,陳東林,355040,271600,0,0,178375,3,0,499541,32500,13125,0,41715,490923,0,0,0
第16屆臺中縣議員,陳清龍,672000,532600,0,0,0,55,0,775000,95000,60000,36400,54656,433084,0,0,0
第16屆臺中縣議員,陳萬通,150000,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0
第16屆臺中縣議員,陳詩哲,60000,320000,0,0,0,0,0,391265,0,0,48093,0,70823,0,0,0
第16屆臺中縣議員,顏榮燦,287000,58000,0,0,16600,11,0,20000,0,0,0,18213,350375,0,0,0
第16屆臺中縣議員,高基讚,1046300,595000,0,0,2000,0,0,1173133,0,0,28700,84479,776492,0,0,0
第16屆臺中縣議員,黃正德,120000,240000,0,0,65000,0,0,121600,0,0,36500,69061,711624,0,0,0
第16屆臺中縣議員,黃永光,115000,30000,0,17000,24200,7,0,151815,0,0,0,92886,97563,0,0,0
第16屆臺中縣議員,黃秀珠,384600,286000,0,0,0,26,0,708327,12210,0,30850,53317,474319,0,0,0
第16屆臺北縣議員,何仰山,845250,1343500,0,100000,0,27,0,1533460,330000,1560,0,0,646109,0,0,0
第16屆臺北縣議員,何淑峰,970300,1260000,0,100000,0,0,0,700182,58910,60102,128836,166681,1331379,0,0,0
第16屆臺北縣議員,余有澄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆臺北縣議員,劉新龍,360000,100000,0,0,200,0,0,285325,65130,65589,29000,62257,423249,0,0,0
第16屆臺北縣議員,劉梅花,166000,0,0,0,3000,0,0,1080861,30000,100000,5000,13728,396572,0,0,0
第16屆臺北縣議員,吳天麟,492000,545000,0,0,0,3,0,169529,184660,6000,398835,158289,420269,0,0,0
第16屆臺北縣議員,吳淑芬,970000,0,0,0,0,20,0,970000,0,0,0,0,0,0,0,0
第16屆臺北縣議員,吳琪銘,250000,505806,0,0,0,0,0,1703594,738658,0,24500,6361,1436436,0,0,0
第16屆臺北縣議員,呂世喜,1964600,1231000,0,0,220000,0,0,1928952,0,0,0,37973,1550453,0,0,0
第16屆臺北縣議員,呂子昌,79100,30000,0,0,0,16,0,2477108,362500,180000,13400,7000,64239,0,0,0
第16屆臺北縣議員,呂柱,1525000,1771000,0,0,0,0,0,2450588,183600,505000,21650,35893,172418,0,0,0
第16屆臺北縣議員,呂萬煜,250000,220000,0,0,0,28,0,470000,0,0,0,0,0,0,0,0
第16屆臺北縣議員,周勝考,3915020,803000,0,31000,0,1094,0,2453143,1106050,1404966,449280,23698,2610658,0,0,0
第16屆臺北縣議員,周安妮,537200,38000,0,0,0,0,0,286657,43000,16000,0,25122,269199,0,0,0
第16屆臺北縣議員,周文美,392000,100000,0,0,0,31,0,492000,0,0,0,0,0,0,0,0
第16屆臺北縣議員,周雅玲,825800,1265000,0,0,3000,23,0,922027,92523,448857,0,81375,761245,0,0,0
第16屆臺北縣議員,唐有吉,80000,50000,0,0,0,0,0,483706,0,0,0,0,4300,0,0,0
第16屆臺北縣議員,宋進財,181000,370000,0,0,0,66,0,403008,0,130000,0,0,66812,0,0,0
第16屆臺北縣議員,廖正良,930500,150000,0,0,18000,2,0,1847775,0,33000,37925,52241,109375,0,0,0
第16屆臺北縣議員,廖秀雄,400000,920000,0,0,0,1,0,802000,17670,70000,0,17960,390119,0,0,0
第16屆臺北縣議員,廖筱清,1233900,1416000,0,25000,2000,0,0,1352400,1800,222084,135905,37227,1128912,0,0,0
第16屆臺北縣議員,張榮法,355200,50000,0,0,1500,21,0,276195,0,157901,0,30393,294342,0,0,0
第16屆臺北縣議員,張瑞山,679520,1856000,0,220000,0,139,0,2337698,220500,0,50500,855,266760,0,0,0
第16屆臺北縣議員,張益廣,30000,200000,0,0,5000,0,0,0,0,230493,0,0,11716,0,0,0
第16屆臺北縣議員,彭成龍,30000,50000,0,0,0,0,0,57435,0,0,0,0,47056,0,0,0
第16屆臺北縣議員,徐秀廷,3856000,1500000,0,0,0,337,0,2957903,427448,329815,936176,36650,859401,0,0,0
第16屆臺北縣議員,徐陳麗華,331000,10000,0,0,10000,0,0,89000,0,63027,0,23615,188322,0,0,0
第16屆臺北縣議員,曾文振,1397000,850000,0,0,10200,76,0,916679,333300,0,253000,10345,494041,0,0,0
第16屆臺北縣議員,曾正和,1597700,995500,0,0,0,152,0,1388905,492500,60000,172000,58519,657831,0,0,0
第16屆臺北縣議員,曾美鈴,100000,50000,0,0,0,0,0,398080,0,0,150000,0,11920,0,0,0
第16屆臺北縣議員,李倩萍,263000,285000,0,0,0,0,0,427569,0,0,10500,30647,316080,0,0,0
第16屆臺北縣議員,李友親,60000,480000,0,0,0,54,0,868873,524500,0,20000,96519,770617,0,0,0
第16屆臺北縣議員,李國書,260000,180000,0,0,0,0,0,1517855,0,744233,78000,0,146120,0,0,0
第16屆臺北縣議員,李張櫻卿,0,260000,0,0,0,0,0,250080,0,0,0,0,15000,0,0,0
第16屆臺北縣議員,李文德,981400,1240000,0,0,131020,0,0,1793936,558600,89864,61000,18280,760736,0,0,0
第16屆臺北縣議員,李欣芳,490400,162000,0,0,0,61,0,564053,238626,113400,88010,22195,742610,0,0,0
第16屆臺北縣議員,李淑華,50000,200000,0,0,1000,0,0,274719,0,605,0,39999,408681,0,0,0
第16屆臺北縣議員,李百琪,100000,0,0,0,1000,0,0,0,0,0,0,0,120000,0,0,0
第16屆臺北縣議員,李肇南,0,0,0,0,0,0,0,1475873,0,96000,0,3306,419517,0,0,0
第16屆臺北縣議員,李雪梅,341000,162000,0,0,200,0,0,1559550,129600,139200,47500,26603,808877,0,0,0
第16屆臺北縣議員,林國春,1653000,1545000,0,0,8000,56,0,1640041,35500,400000,30000,24600,1632855,0,0,0
第16屆臺北縣議員,林國雄,0,0,0,0,0,0,0,46400,0,0,300000,0,88558,0,0,0
第16屆臺北縣議員,林孝光,429300,1424600,0,100000,0,34,0,2278750,476800,682851,105400,76414,710568,0,30000,0
第16屆臺北縣議員,林忠仁,0,0,0,0,0,0,0,53411,12000,20000,0,0,219113,0,0,0
第16屆臺北縣議員,林水山,569000,1109000,0,389000,5000,41,0,599176,0,41750,0,97085,1449364,0,0,0
第16屆臺北縣議員,林清一,443100,240000,0,0,48000,37,0,546425,34816,825,5000,1455,183472,0,0,0
第16屆臺北縣議員,林秀惠,1091500,932000,0,1000,12000,8,0,1861296,4600,38840,26500,5680,912179,0,0,0
第16屆臺北縣議員,林重信,620000,0,0,0,0,0,0,234483,5600,0,0,102714,1642595,0,0,0
第16屆臺北縣議員,林銘仁,1157700,1606000,0,0,42400,20,0,1878826,401042,0,17500,46000,540237,0,0,0
第16屆臺北縣議員,楊寶猜,1381660,329500,0,20200,202820,25000,0,884927,385800,147887,276580,36959,481867,0,0,0
第16屆臺北縣議員,楊桂屏,53000,168600,0,10000,0,0,0,178282,4800,0,0,30965,49125,0,0,0
第16屆臺北縣議員,楊添福,0,0,0,0,0,0,0,27000,0,27000,0,96916,863921,0,0,0
第16屆臺北縣議員,歐金獅,50000,230000,0,0,0,3,0,322040,0,0,0,6051,295245,0,0,0
第16屆臺北縣議員,江永昌,643000,500000,0,0,0,223,0,842463,0,240330,26350,0,1668115,0,0,0
第16屆臺北縣議員,洪佳君,1047788,546000,0,0,2000,152,0,1260609,320000,100000,12000,66188,450761,0,0,0
第16屆臺北縣議員,王品凱,221600,80000,0,0,0,0,0,58525,0,0,0,68165,537075,0,0,0
第16屆臺北縣議員,王培芬,545150,8000,0,0,53180,0,0,2362873,0,0,97050,11334,141715,0,0,0
第16屆臺北縣議員,王建章,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆臺北縣議員,王景源,700680,607600,0,150000,42500,0,0,1850569,307200,20429,213500,98579,1170686,0,0,0
第16屆臺北縣議員,王月明,337000,260000,0,0,14500,0,0,534922,413679,0,0,0,135106,0,0,0
第16屆臺北縣議員,王淑惠,10000,220000,0,0,0,25,0,1099431,222000,53550,320800,1367,139569,0,200000,0
第16屆臺北縣議員,王澄鎰,635270,160000,0,0,0,0,0,593356,19200,30000,0,18213,296146,0,0,0
第16屆臺北縣議員,王萬富,66000,510000,0,0,0,7,0,1359049,0,0,0,1615,57220,0,0,0
第16屆臺北縣議員,田春枝,160000,0,0,0,0,0,0,175823,0,0,59140,4520,222714,0,0,0
第16屆臺北縣議員,白珮茹,529000,1785000,0,0,18000,47,0,2258140,115700,42100,14440,800,167963,0,0,0
第16屆臺北縣議員,簡文劉,678600,246666,0,0,2000,60,0,1561250,0,0,111500,0,999339,0,0,0
第16屆臺北縣議員,胡淑蓉,0,0,0,0,0,0,0,943950,446800,0,19300,0,1137859,0,0,0
第16屆臺北縣議員,葉正森,2700600,766000,0,0,0,0,0,1405846,398600,111854,48400,0,1497760,0,0,0
第16屆臺北縣議員,蔡健棠,184200,162000,0,0,11000,18,0,286349,0,367576,26000,47241,956509,0,0,0
第16屆臺北縣議員,蔡明堂,433400,560000,0,0,0,3,0,1574504,1264294,143400,94600,2960,1127323,0,0,0
第16屆臺北縣議員,蔡淑君,1055000,720000,0,0,0,7,0,1743769,414400,171173,47250,15000,28254,0,170000,0
第16屆臺北縣議員,蔡黃隆,1048000,652000,0,0,0,84,0,632009,2351,102811,163100,100954,1139120,0,0,0
第16屆臺北縣議員,蕭國基,215000,140000,0,0,0,0,0,315000,0,0,0,1850,38150,0,0,0
第16屆臺北縣議員,蕭貫譽,549000,330000,0,80000,0,48,0,1027805,28712,211627,104850,0,17292,0,0,0
第16屆臺北縣議員,藍晏璋,200000,530000,0,0,0,0,0,614237,189068,861,25650,64338,0,0,0,0
第16屆臺北縣議員,藍添樹,34600,69000,0,0,0,0,0,1098529,57335,209167,107750,0,491170,0,0,0
第16屆臺北縣議員,蘇淑真,30000,20000,0,0,0,0,0,136377,232000,70505,36077,0,261488,0,0,0
第16屆臺北縣議員,許再恩,220000,2200000,0,0,0,0,0,2027225,317200,0,17000,0,229453,0,0,0
第16屆臺北縣議員,許文琪,10000,0,0,200000,0,0,0,1655570,679133,0,0,15942,592084,0,0,0
第16屆臺北縣議員,謝志賢,30010,0,0,0,0,0,0,11800,0,0,0,6047,139303,0,0,0
第16屆臺北縣議員,謝清鎧,130000,260000,0,0,0,0,0,231675,298606,160000,0,20184,286673,0,0,0
第16屆臺北縣議員,趙燕昭,1106200,20000,0,10000,38500,73,0,1376094,0,0,59300,0,290130,0,0,0
第16屆臺北縣議員,連斐璠,784200,1086666,0,0,2100,89,0,2023470,179000,0,70000,22401,431800,0,0,0
第16屆臺北縣議員,連鄭美素,0,0,0,0,0,0,0,0,0,0,0,70,24170,0,0,0
第16屆臺北縣議員,郭哲道,1561800,590000,0,0,0,124,0,1264625,326477,40000,55000,31559,528310,0,0,0
第16屆臺北縣議員,鄧嘉慶,3000,10000,0,0,0,0,0,0,0,0,0,0,17166,0,0,0
第16屆臺北縣議員,鄭世維,341800,1769800,0,0,0,2,0,1211503,394910,26630,0,13301,843994,0,0,0
第16屆臺北縣議員,鄭戴麗香,1581600,1778000,0,0,94100,5,0,2645023,190000,0,177720,21728,472942,0,0,0
第16屆臺北縣議員,鄭綉瑛,1757000,1037000,0,0,0,9,0,350745,129000,0,0,74101,870106,0,0,0
第16屆臺北縣議員,鄭金隆,928000,890000,0,0,70400,0,0,1010000,882300,0,160000,68021,911925,0,0,0
第16屆臺北縣議員,金介壽,105000,30000,0,100000,0,28,0,721748,0,0,0,14335,395289,0,0,0
第16屆臺北縣議員,陳世雄,800000,390000,0,0,0,36,0,578656,212700,201801,177950,66633,716203,0,0,0
第16屆臺北縣議員,陳啟能,511000,230000,0,200000,0,42,0,1398140,0,0,0,0,233000,0,0,0
第16屆臺北縣議員,陳幸進,2905050,4830000,0,0,3000,568,0,7399374,118480,192600,15800,7846,391197,0,0,0
第16屆臺北縣議員,陳文治,2972800,3423000,0,0,0,224,0,1249708,74400,496248,0,142747,4542954,0,0,0
第16屆臺北縣議員,陳文錄,642000,1299000,1,20000,0,42,0,1193739,312810,1,339200,107660,122443,0,0,0
第16屆臺北縣議員,陳明義,230600,996600,0,0,0,83,0,0,0,0,0,0,1238493,0,0,0
第16屆臺北縣議員,陳正鋒,348000,325000,0,0,0,0,0,99600,66300,20400,43000,36085,526834,0,0,0
第16屆臺北縣議員,陳永福,2154600,2179888,0,24500,0,116,0,2681544,105500,15000,12000,79245,1697381,0,20000,0
第16屆臺北縣議員,陳玉茹,0,260000,0,0,0,0,0,198600,0,0,0,0,397879,0,0,0
第16屆臺北縣議員,陳科名,266000,251000,0,0,0,40,0,607333,32400,50000,50000,0,312036,0,0,0
第16屆臺北縣議員,陳素珍,210000,0,0,0,0,0,0,339846,0,0,0,21691,55220,0,0,0
第16屆臺北縣議員,陳錦錠,672000,1020000,0,0,0,268,0,1463571,426888,152734,7250,3879,1131838,0,0,0
第16屆臺北縣議員,陳鴻源,339500,142000,0,0,6000,41,0,855111,10320,0,5300,0,78686,0,0,0
第16屆臺北縣議員,顏仁宣,2000,116000,0,0,0,0,0,238600,0,0,0,0,261644,0,0,0
第16屆臺北縣議員,高敏慧,110000,1380000,0,0,0,122,0,1216500,320000,0,12000,16889,1239894,0,0,0
第16屆臺北縣議員,黃俊哲,4235000,1880000,0,100000,28000,254,0,3812225,448250,630710,179025,0,176940,0,0,0
第16屆臺北縣議員,黃林玲玲,1292888,310000,0,0,0,0,0,1382927,10000,38505,875248,153076,2227195,0,0,0
第16屆臺北縣議員,黃桂蘭,268000,713000,0,0,0,0,0,1252046,6500,0,0,0,83045,0,0,0
第16屆臺北縣議員,黃永昌,0,0,0,0,0,0,0,1498342,0,56400,22400,0,54776,0,0,0
第16屆臺北縣議員,黃炳煌,633400,1152600,0,0,0,0,0,1296202,0,192000,238400,70894,489092,0,0,0
第16屆臺北縣議員,黃瑞璨,450000,850000,0,0,0,0,0,919200,291000,80000,0,1995,152641,0,0,0
第16屆臺南市議員,劉懷文,40800,3500,0,0,1000,0,0,148494,24732,0,5000,0,21077,0,0,0
第16屆臺南市議員,劉益昌,22000,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0
第16屆臺南市議員,周明德,629200,686000,0,150000,10000,0,0,420612,130400,0,20200,40347,928820,0,0,0
第16屆臺南市議員,唐儀靜,1517650,932500,0,0,20000,366,0,447114,141850,173041,117350,87385,1449413,0,0,0
第16屆臺南市議員,姜滄源,1002200,726000,0,0,0,0,0,636551,100,0,220978,2323,1698101,0,0,0
第16屆臺南市議員,曾培雅,700000,901600,0,0,0,0,0,704467,0,0,5000,30369,879342,0,0,0
第16屆臺南市議員,曾文宏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆臺南市議員,曾順良,3249120,2068900,0,10000,44820,55,0,1576734,428390,23458,328336,24077,3171430,0,0,0
第16屆臺南市議員,朱戎梅,0,0,0,0,10000,0,0,189551,113000,86000,31700,19822,199198,0,0,0
第16屆臺南市議員,李天佑,922600,76600,0,0,0,144,0,653812,0,0,39650,0,1467472,0,0,0
第16屆臺南市議員,李宗富,1381911,1613676,0,0,0,120260,0,1224470,201450,0,177208,18888,1554760,0,0,0
第16屆臺南市議員,李建平,810000,100000,0,0,0,0,0,334137,0,73000,0,0,559071,0,0,0
第16屆臺南市議員,李文正,1581950,1289000,0,12000,31000,201,0,613162,36572,65000,296695,99006,1617267,0,0,0
第16屆臺南市議員,李錦泉,512000,340000,0,0,17730,0,0,204537,0,0,61500,10837,791968,0,0,0
第16屆臺南市議員,杜媽政,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第16屆臺南市議員,林俊憲,1556000,1451880,0,5000,20000,855,0,1625072,0,100000,0,118083,1296634,0,20000,0
第16屆臺南市議員,林炳利,287000,512000,0,0,28300,26,0,234081,0,0,34303,68233,704510,0,0,0
第16屆臺南市議員,林美燕,414800,160000,200000,0,79950,0,0,346547,38630,21000,99446,43938,893774,0,20000,0
第16屆臺南市議員,林育丘,1450000,820000,0,0,0,0,0,426947,208800,0,303400,3630,1337854,0,0,0
第16屆臺南市議員,楊信雄,400000,200000,0,0,0,0,0,57971,144000,70000,0,29541,503852,0,0,0
第16屆臺南市議員,楊徽華,126130,130000,0,2000,0,0,0,294000,208000,0,0,0,14807,0,0,0
第16屆臺南市議員,洪玉鳳,691623,380000,0,42000,3000,109,0,904733,176700,0,18200,2300,507014,0,0,0
第16屆臺南市議員,涂韶芳,221000,200000,0,0,0,0,0,242847,0,20000,47700,22631,95249,0,0,0
第16屆臺南市議員,王保清,331500,50000,0,0,0,0,0,212240,500,7070,42342,32458,126259,0,0,0
第16屆臺南市議員,王定宇,1792000,2378000,0,5000,0,149,0,2040584,154257,124850,928206,28904,1094952,0,0,0
第16屆臺南市議員,王家貞,297500,102800,200000,2000,0,0,0,598330,18070,0,37700,0,374878,0,0,0
第16屆臺南市議員,王璟瑞,6000,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0
第16屆臺南市議員,盧崑福,385500,100000,0,0,0,0,0,170810,12640,5000,48050,2600,545785,0,0,0
第16屆臺南市議員,翁啟文,1482290,822000,0,605000,18000,73,0,1251145,443150,285390,37367,57448,1033334,0,0,0
第16屆臺南市議員,翁朝正,768800,356000,0,12000,0,0,0,199120,8000,46000,0,49193,640808,0,0,0
第16屆臺南市議員,翁榮一,231200,330000,0,60000,0,0,0,557567,0,0,0,0,73425,0,0,0
第16屆臺南市議員,莊玉珠,682000,810000,0,0,0,62,0,628227,0,0,144510,32973,694113,0,0,0
第16屆臺南市議員,葉俊良,324600,266000,0,0,0,0,0,238500,40800,0,0,18661,146589,0,0,0
第16屆臺南市議員,蔡旺詮,1221000,1443000,0,20000,0,154,0,2357902,161000,0,0,85585,540661,0,0,0
